Parcul_Național_din_Munții_Stâncoși Stâncoși
neglijență serviciu
31 Decembrie
bucătărie_de_navă pe
modulare ton
mișcare_de_protest protest
preaslăvi preamări
dixit ipse_dixit
dragon_de_Komodo komodoensis
vorbi_încet încet
ascuțit penetrant
portocalul trifoliata
prund prundiș
Scleroderma Scleroderma_citrinum
încărca îngreuna
Internațională Organizația_Internațională_pentru_Aviație_Civilă
axă_coordonată coordonată
Caesalpinia gilliesii
familia_ericacee familia_Ericaceae
bună salut
de ofițer_de_intendență
Schinus ardei_de_America
privi_în_jur în
plantă_otrăvitoare plantă
de meci_de_crichet
otter otter_hound
meșteră vrăjitoare
test test_de_sânge
de test_de_stres
nu închide_ochii
carte_funduară de
doar numai_că
coborâș pantă
marinar_de_uscat marinar
Ezra Pound
brădișor de
drum margine_de_drum
paradiziac paradisiac
stare_fiziologică stare
întrece în
anaerob organism
cățel jucărie
polivinil vinil
fibră_vulcanizată vulcanizată
filosofală piatră_filosofală
buric degetului
nebunie șocare
[se] sparge_în_figuri ostentație
vânzător vânzător_de_indulgențe
bolnav beteag
Sfântul_Valentin Ziua_Sfântului_Valentin
Est Malaezia
genul genul_Eira
baston_de_cauciuc baston
calma înăbuși
bazele pune_bazele
drept lua
Munții_Apalași Munții
corecta îndrepta
tatu unicinctus
Eliot T._S._Eliot
achita plăti
luxos somptuos
burtă pe
dor_de_casă dor
capot capot_de_baie
motiv motivare
ascuns secret
piele piele_de_animal
Rocroi la
granit granitic
carnet_de_note carnet
mare_nostrum nostrum
deplinătate plenitudine
Petrograd Saint_Petersburg
depilare depilație
Podul_Walt_Whitman Walt
[se] situa [se] găsi
Carol_cel_Mare Mare
colora culoare
Neandertal neanderthalensis
drăgaice iele
adăpost depozit
gura pe
sistem sistem_de_scripeți
legea_comerțului_exterior legea
cuțit_pentru_brânză pentru
de nor
isprăvi termina
extirpare excizie
sodiu sulfat_de_sodiu
câini cu
drept_de_posesiune de
face_de_pază fi_de_santinelă
puseu răbufnire
glossy revistă
[se] clătina [se] hâțâna
cecitate cecitate_nocturnă
expert economic
Furtună Operațiunea_Furtună_în_Deșert
ațâțare instigare
Michel Michel_Ney
alergător porc_alergător
ieși înnebuni
boală boală_endemică
studiere învățare
calcul_renal nefrolit
scoate_din_sărite scoate_din_minți
compus_binar compus
aparat_de_dejivrare aparat_de_degivrare
necesitate trebuință
mână o
rață roșcată
drobișor iarba-spaimei
Harriman William_Averell_Harriman
Credinței Niceea
comicărie clovnerie
neprofitabil nerentabil
fond radiație_de_fond
informații serviciu_de_informații_al_armatei
consilier_general consilier
reproducere reproducere_sonoră
marionetă om
Sarda Sarda_sarda
ieși ieși_la_picnic
prezerva ține
bumbac filatură_de_bumbac
principiu principiu_călăuzitor
chaenomeles_speciosa japonica
rotire_rapidă rotire
fișare sistem_de_fișare
la scurge
mâna strânge_mâna
de feedback
sinucidere_asistată sinucidere
alimentară alcoolice
face_windsurf face
disc_optic disc
asistență logistic
joc teren_de_joc
companie societate
dolce far
cod_sursă sursă
spray_paralizant spray
audio sistem_audio
gastrică spălătură
expresie figură
extenua seca
cu cu_înțelegere
acțiuni pachet_majoritar_de_acțiuni
face_să_meargă meargă
voce voice
ajunge cuprinde
mers pe
cu pulover_cu_gât
șef șef_de_trupă
mănușă_cu_un_singur_deget un
revolta scârbi
bucurie binefacere
medicament neuroplegic
Orycteropus furnicar
abstrage abstracție
abdomen burtă
militar ofițer
Fame of
razant zbura_razant
America de
Cumberland Munții
ciocănel de
alb muștar_alb
jeluială jalet
hidraulică presă
edifica lumina
înainta înălța
[o] șterge tălpășița
azotului fixare
de executiv
persoană_scundă scundă
Andres Hector_Hevodidbon
Marguerite Marguerite_Radclyffe_Hall
lămâi_verde lămâi
dințată roată_dințată_conică
German_chamomile recutita
arte_și_meserii arte
poluator poluant
de puls
joc joc_pe_calculator
sârmos terrier_sârmos
considerație circumstanță
bea cap
activitate_misionară activitate
coardă falsa
[se] înmulți după
Kitts and
dezlănțuire erupție
familia_Agavacee familia
Eruca_sativa rucola
câine_pitic mic
tulburare tulburare_a_vederii
Mark_Twain Mark
calculator ecran
scoate_sunete suna
probă semn
culoare_complementară culoare
date ierarhie
cu privi_cu_optimism
contraceptivă pilulă_anticoncepțională
[se] folosi profita
ecran ecran_cu_cristale_lichide
descreștere_exponențială exponențială
păcăli înșela
pușcă_de_vânătoare pușcă_cu_alice
smintit țicnit
concentrat vârtos
capac capac_de_roată
feudalitate societate_feudală
tură_de_zi tură
ajunge sosi
Institute and
ancora fixa
cameră_video cameră
escroca pe
mii zece_mii
jefuitor_de_cadavre morminte
de orfelinat
atracție_fizică fizică
evacua_prin_sifonare prin
bătutul bătutul_cărților
duce_la_culcare merge_la_culcare
abstractă abstracționism
discrepant disonant
ținut ținut_deluros
esențială sine_qua_non
de părinte
echipament echipament_de_pescuit
articulație_mobilă articulație
|se| extenua |se| sfârși
reface schimba
mitologie_scandinavă mitologie
expunere etalare
[se] năpusti țâșni
spune spune_cu_voce_tare
Leporidae familia_Leporidae
Newton teoria_gravitațională
acoperi_cheltuielile cheltuielile
Adolf_Hitler Hitler
mandat prin
marionetă om_de_paie
bunicel măricel
neliniști zăpăci
burlan canal_de_aerisire
ceas ceas_cu_cuc
|se| afla |se| regăsi
grandiozitate grandoare
puturoșenie trândăvie
găsi părea
câine_mic cățel
aer atmosferă
Port Port_Sudan
prelucra schimba
televiza televizor
afabilitate amiabilitate
presiune presiune_intraoculară
test_psihometric test
Biserica Biserica_Armenească
palatină palat
lucru lucru_mecanic
East East_Sussex
amator diletant
cooperare colaborare
stipula specifica
de tuș_de_ochi
fier fier_vechi
Charadrius morinellus
refacere redresare
alternativ curent
gen_literar literar
de pădure
portocal_dulce sinensis
balonzaid balon
Bacillus bacilul
|se| roși |se| rumeni
răpit încântat
air bag
ciripi cânta
de mană_de_ape
genus genus_Sphacele
caracter neînfricare
desluși distinge
genă_legată legată
preda încredința
boala_Von_Economo encefalită_letargică
prinde_în_bolduri prinde
exercițiu gimnastică
ameliorare asanare
periuță periuță_de_dinți_electrică
legea lui
jelit tânguire
de roată_de_lanț
Bertillon sistem
Franklin_Roosevelt Franklin
brădișor europaea
fonduri strânge_fonduri
de_o_mie_de_ori mie
Mt._Ranier Mount_Tacoma
culisă voce_din_culisă
pune vânt
timp_îndelungat timp
Olea măslin
haină haină_de_luptă
îmblânzitor_de_șerpi șerpi
milă nemilos
căzni chinui
celulă fotocelulă
carne vacă
cotă_de_nivel de
|se| căsători |se| cununa
armură cu
mașină_de_rindeluit rindeluit
lua lua_micul_dejun
de povestire_de_aventuri
de lipsă_de_loialitate
Fat_Tuesday Mardi
sine văicăreală
avânt industrie_în_avânt
Crataegus_oxycantha mărăcine_alb
nervi pe
interconexiune interconectare
de ordin_de_plante
personificare întruchipare
bantă bandă
luptă luptă_internă
osteosclerosis_congenita osteosclerosis
stea steluță
de om_de_casă
Moor de
bandă_de_frână de
zeitate zeitate_greco-romană
strigăt urlet
permite încuviința
nimicitor ucigaș
aparență_legală aparență
rafinat remarcabil
scenă tablou
[se] deosebi avea_altă_părere
cu cu_dexteritate
sufla sufla_cu_aur
cu_forță cu
cantitate_exactă precisă
comercial drept_economic
izvor_principal izvor
[se] coaliza [se] uni
pâine pâine_prăjită
29 XXIX
Asigurare Socială
oțel pod
California California_dandelion
omul sapiens
acid azotic
concentrație_de_ioni_de_hidrogen ioni
potență virilitate
James_Murray Sir
rămâne_restant rămâne
licitație la
tuse_măgărească tuse_convulsivă
conferință prelegere
Ford Henry
aliaj plumb
bandă magnetică
standard_dublu standard
cap_uman tigvă
mișcare în
atârnătoare agățătoare
gresare lubrificație
din zbate_genele
predominanță predominație
Cape Capo
zi_calendaristică zi
Spenser Sir_Winston_Leonard_Spenser_Churchill
Art the
zece zecimală
concert rock
fugaci_pătat melanotos
pierde_timpul tăia_frunză_la_câini
tai_chi_chuan t'ai_chi_chuan
americană alună_americană
sănișoară sănicioară
fluturare fluturare_a_mâinii
fudul mândru
gineceu pistil
lup lupus
bocănit bătaie
Stephen Stephen_Butler_Leacock
M. Stanley
corector_ortografic corector
arunca arunca_prosopul
Pământului centrul_Pământului
beta radiație_beta
purtat ponosit
infam ticălos
Mișcarea Septembrie
Duminica_Floriilor Floriilor
Mv mendelevium
regla_fin regla
plătitor platnic
fagocită_liberă fagocită
bine_obștesc bine
arterial sânge_arterial
decernare_de_premiu învestire
gura gura_mahalalei
de eucalipt
ațâța ridica
prognoză_meteorologică probabilă
fleac joacă
galop_mic galop
cules greșeală_de_cules
Batalioanele_Iz_Al-Din_Al-Qassam Brigăzile
bon de
ofițer ofițer_de_costuri
Doctor Doctor_în_științe
da face
chițăit chițcăială
ceas degete
fudul umflat_în_pene
pe_hârtie pe
dietă dietă_diabetică
rând sta_la_rând
a patruzecea
plantă_marină plantă
activă neutralitate_activă
reprezentant reprezentant_legal
intruziune în
pensie_pe_caz_de_boală pensie_de_boală
administrativă lege_administrativă
cameră cameră_de_chat
interval zonă
Cascada_Horseshoe Horseshoe
ciuda în
hidrat hidroxid_de_calciu
cameră chat
trece trece_în_revistă
inspecta verifica
|se| împrăștia |se| dispersa
ferm implacabil
furajeră sfeclă
Armata Națională
[se] înveseli [se] binedispune
franc luxemburghez
excesiv exces
de evacuare
companie navală
sistem_vestibular vestibular
boală_autoimună boală
sistem_stereofonic stereo
cadențat pas_cadențat
egoist egotist
invita_înăuntru invita
patron stăpân
Clupea scrumbie_mică
imagine_prin_rezonanță_magnetică rezonanță
exemplu_negativ negativ
Dover Strâmtoarea_Dover
bătrânească zicală
bun_mobiliar personală
bătălia_de_la_Gettysburg la
prin serviciu
anemie_feroasă feroasă
Citrus mandarin
flotă unitate
minimalizare subestimare
vaca vaca_de_mare_a_lui_Steller
durere_în_gât durere_de_gât
distrugere nimicire
nucifer sămânță
cărbune_cutanat cutanat
privată toaletă
da_un_semnal da
interesat implicat
pește_de_apă_dulce pește
analiză_radioimunologică analiză
mijloace_artistice procedeu
captivat încântat
barcă_de_viteză barcă
cameră sală_de_primire
cartuș_de_cerneală de
bancă hârtie-monedă
penalitate penalizare
linie vieții
da da_formă
anii anii_'90
Bombina buhai_de_baltă_cu_burta_roșie
poziție poziție_de_drepți
de submarin
lege legislație
matrice_singulară matrice
Australia_de_Vest de
escudo_portughez portughez
politică_de_taxe politică
creștere spor
cules greșeală_de_tipar
cita convoca
drept_comercial economic
Ilich_Sanchez Michael_Assat
aparat mașină_electrică
solid viguros
matricelor înmulțire_de_matrice
calorii regim
John's St._John's
pătrundere_pe_piață piață
aplicație_de_procesare_a_limbajului_natural procesare
auditor ascultător
drum șosea
botez creștinare
canal_urinar cilindru_urinar
buclă iterație
fără_perdea suculent
Tamias_striatus dungată
alunga surghiuni
locuri număr
Sir Sir_Joseph_Banks
pază strajă_de_noapte
Vannevar_Bush Vannevar
an_comun comun
fără fără_precedent
opiu opium
gluten regim
freca_menta mangalul
grupa_sanguină_zero grupa_zero
de prejudecăți
pâine prăjită
sătul scârbit
cu rotile
orchestră_de_cameră orchestră
cu reținut
amprentele amprenta
salt_la_trambulină săritură_la_trambulină
Monilia_albicans albicans
Saratoga bătălia_de_la_Saratoga
reazem sprijin
lipsă lipsă_de_punctualitate
figură_de_retorică retorică
regele regele_Hussein
pretențios retoric
a banilor
încălzire încălzit
izbucni |se| aprinde
Sassafras_albidum dafin
Calderon_de_la_Barca la
emite zice
citadelă redută
dosar pune_la_dosar
Albert_Edward Edward
drum macadam
America S.U.A.
sistem sistem_nervos_autonom
piroliză pirogenare
minerală vată
Rabi Rabi_I
contabilă contabilitate
limfatic sistem_limfatic
republica retipări
sezon_al_vacanțelor vacanțelor
din_lateral lateral
gură_de_ieșire vărsare
capul clătina
clorură sodiu
cu veni_cu_mașina
atras fi
Baba Cloanță
minister minister_de_finanțe
tract_optic tract
organism_anaerob organism
predispoziție pornire
[se]_duce deceda
Daubentonia Daubentonia_madagascariensis
[se] îngrășa [se] rotunji
Ilich șacalul
Patrula Patrula_de_Frontieră_Americană
aduce_ghinion aduce
Fat Tuesday
face_muncă_voluntară voluntariat
factoriza factori
comprese pune_prișnițe
|se| pupa |se| săruta
proba susține
unghi_de_atac unghi
Clarence_Day Clarence
lumea treia
drept_la_intimitate intimitate
supermicroscop ultramicroscop
divide despărți
de pauză_de_cafea
de vagon
cerere_de_împrumut cerere
poluare_sonoră sonoră
Herbert_Spencer Spencer
preparative pregătire
scai_vânăt scai
auroră_boreală boreală
cartofi_prăjiți prăjiți
apăra ține_partea
mănunchi snop
semănătură însămânțare
balsamita calapăr
Cartea_Numeri Cartea
Crataegus gherghin
Henry Russell
citire index
capitala_Cehiei capitala
mal țărm
injecție_subcutanată injecție
dribling driblare
subdiviziune subsecțiune
artera artera_splenică
acoperi acoperi_cheltuielile
Gentianales ordinul_Gentianales
coloană șirag
lucru_în_derulare lucru
agent_de_răcire de
curba răspuns
atac_de_anxietate de
golf lecție_de_golf
Dayan Moshe_Dayan
contagioasă mialgie
definiție definiție_recursivă
Capul_York York
Acacia_melanoxylon melanoxylon
cu_toane toane
pătlagină îngustă
fi_luat_de_val val
argument raționament
certare reproș
de risc
revivifiere revigorare
Munții_Urali Urali
porumb pâine
fi_de_gardă sta_de_gardă
mase materiale_plastice
conviețuire coabitare
hrăni_cu_lingura lingura
odată toți
cerință căutare
bucățică frântură
mistificare răstălmăcire
ceva treizeci_și_ceva
bis cere_bis
fluture fluture_alb
măcar_un_pic măcar_puțin
lua_în_considerare lua
lega_mâinile mâinile
bomboana fondantă
tulburare învățare
majorare_de_preț mărire
porumb pâine_de_porumb
grupă_de_cercetași grupă
nepermis neîngăduit
sulfat_de_calciu sulfat
surprinzător uimitor_de
lungă memorie_de_lungă_durată
lua ochilor
bară_de_direcție direcție
imaginație închipuire
inimă roșie
coacăz nigrum
Lupinus Lupinus_luteus
dobândi procura
[se] prezenta_din_nou [se] prezenta
Fry Roger_Eliot_Fry
calendarul revoluționar
fragedă_pruncie pruncie
jumătate jumătate_de_pagină
supraveghere_electronică supraveghere
aduce aduce_în_prim-plan
neconsecvență nestatornicie
injustețe injustiție
de gudron_de_pin
ouă oua
muc muc_uscat
Neoceratodus genul
fenestra_vestibuli fenestra_ovalis
National of
bărbăție cutezanță
contabilă dată
lăptișor_de_matcă matcă
reacție_de_respingere reacție
an an_bisericesc
excrement fecale
de secția
Clay Great
Arabică Peninsula
grăsime_de_unt unt
Insulele Society
periaj spălat
multitudine pluralitate
de studio
zumzăitură zâzâit
de linie_de_produse
întrecere_atletică întrecere
merge merge_pe_roți
colinda rătăci
creastă cu
Maro Publius
pește pești
autocamion autocamion_basculant
expeditivitate operativitate
boala_Welthof purpură_hemoragică
boltă cupolă
verzi vorbi
amanet casă_de_amanet
pubiană pediculosis_pubis
Cartea_Plângerile_lui_Ieremia Ieremia
criză identitate
Larus argintiu
capăt pune_capăt
avea fi_aromat
acelor de
aer pernă
duhul sărac
Peștera_Fingal Peștera
bădăran țoapă
colectarea gunoaielor
pește_cu_spadă pește_spadă
nedeviat neclintit
evoluție progres
Mary_Wollstonecraft_Godwin Mary_Wollstonecraft
domoli relaxa
[se] bălăngăi [se] bălăbăni
de surdină
prost rău
necurat nesportiv
Armata Armata_Islamică_din_Aden
veșnicie vecie
fier mână_de_fier
antepenultimă silaba_antepenultimă
stratul_Malpighi stratul
artera_hepatică artera
boltă_palatină palatină
emisie infraroșie
cerebral dambla
cercui freta
funcționar funcționar_poștal
cătușnică cataria
Episcopul_Ulfilas Episcopul_Ulfila
alienare sminteală
trai viață
taxă_de_timbru taxă
agonisi parte
extensibilă scară_extensibilă
arterelor scleroză
crea crea_model
nodul_parâmei nodul
poluare sonoră
James McCartney
salut salvă
Amadeus Wolfgang
Ulyanov Vladimir_Ilyich_Lenin
cezariană cezarotomie
doua lui
Coasta Franceză
Crabului Crab_Nebula
[se] amărî [se] mâhni
clapă ureche
secret ținut
colobus maimuță
oră_de_desen oră
St._Louis Saint
la linii
degete_hipocratice sticlă
